,rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
5200,136418220,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,55-64,White,Degree or diploma,Urban,1.0,,1.3406546,,,,,,,Fairly worried,Fairly worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
5201,137189220,B (Attitudes to the CJS),Female,3 years but less than 5 years,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,1.0,,1.2429901,,,,,,,Fairly worried,Very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
5202,136866410,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,Apprenticeship or A/AS level,Rural,5.0,,0.2629914,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.26341048
5203,135534170,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,4.0,,0.99964476,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5204,136578180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Separate,45-54,Black or Black British,Apprenticeship or A/AS level,Urban,1.0,,1.0343431,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
5205,136889010,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,4.0,,0.691056,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.6875229
5206,135475230,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Widowed,65-74,White,Degree or diploma,Urban,5.0,,0.52500015,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9023592,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5207,137078020,B (Attitudes to the CJS),Female,20 years or longer,Yes,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,O level/GCSE,Urban,1.0,,0.62251407,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
5208,147486090,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,4.0,,1.0537803,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.27259848
5209,136451010,A (Experiences of the police),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,O level/GCSE,Urban,1.0,,1.3347651,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,2.194151
5210,147574180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Other,Urban,3.0,,0.6353557,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5211,137166200,D (Online Security),Male,5 years but less than 10 years,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,3.0,,1.3767337,A. Too lenient sentencing,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5212,136626240,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Single,25-34,Asian or Asian British,Degree or diploma,Rural,4.0,,0.3519782,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
5213,136063080,D (Online Security),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,White,None,Urban,1.0,,0.32595837,G. Unemployment,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5214,136978220,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,55-64,White,None,Urban,1.0,,1.0964166,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5215,136210090,A (Experiences of the police),Male,20 years or longer,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Degree or diploma,Rural,3.0,,2.2269948,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.2152667
5216,136324290,A (Experiences of the police),Male,3 years but less than 5 years,,No,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,5.0,,2.7111063,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.50222135
5217,147543100,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Single,55-64,White,None,Urban,2.0,,0.6022857,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5218,136738170,A (Experiences of the police),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,1.0,,1.0220706,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,2.6874015
5219,147344150,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,65-74,White,Degree or diploma,Urban,3.0,,0.5313552,,,,,Not at all worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.7708536,Not a victim of crime,Not very common,Not very common,Not very common,
5220,147603030,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,Asian or Asian British,None,Urban,1.0,,0.9146593,,,,,Very worried,Not very worried,,,Not very worried,Not very worried,Fairly worried,0.8429451,Not a victim of crime,Not very common,Not very common,Fairly common,
5221,136617080,D (Online Security),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,75+,White,None,Urban,1.0,,0.5943704,A. Too lenient sentencing,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5222,147281120,D (Online Security),Male,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,5.0,,1.118281,E. Drugs,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5223,136273090,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Divorced,55-64,White,Apprenticeship or A/AS level,Rural,,2.0,0.50360715,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.30373964
5224,136093010,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2.0,,1.1567031,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5225,136912200,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,3.0,,1.0504234,H. Breakdown of family,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5226,137211340,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,3.0,,0.66589224,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5227,136693290,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Rent it,Single,25-34,Black or Black British,O level/GCSE,Urban,1.0,,1.01192,,,,,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,2.1557536
5228,147368070,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,5.0,,1.7750889,,,,,Fairly worried,Fairly worried,,,Not very worried,Not very worried,Not very worried,0.6068759,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5229,136198160,D (Online Security),Female,2 years but less than 3 years,,No,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,1.0,,1.4164947,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5230,136154130,A (Experiences of the police),Female,20 years or longer,No,No,Rent it,Divorced,25-34,White,O level/GCSE,Urban,1.0,,0.7136331,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.7256889
5231,137159180,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,4.0,,0.96304274,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5232,136101120,D (Online Security),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Divorced,25-34,White,Degree or diploma,Rural,4.0,,0.40803048,D. Lack of discipline from parents,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5233,147479130,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5.0,,1.0448245,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.6904584
5234,136137160,D (Online Security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Asian or Asian British,Degree or diploma,Urban,2.0,,1.2540735,A. Too lenient sentencing,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5235,147255040,D (Online Security),Female,2 years but less than 3 years,,No,Rent it,Single,55-64,Black or Black British,Degree or diploma,Urban,1.0,,0.60392773,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5236,147335010,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,4.0,,0.8239099,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.7256889
5237,135526020,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,None,Urban,5.0,,1.126624,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5238,136090240,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,2.0,,1.829944,E. Drugs,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
5239,136854300,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3.0,,1.0439298,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
5240,137181070,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,5.0,,1.0252306,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.5142137,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5241,136610260,B (Attitudes to the CJS),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Widowed,75+,White,None,Urban,2.0,,0.40008467,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5242,136236040,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,2.0,,1.3589693,C. Lack of discipline from school,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
5243,135619080,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Cohabiting,35-44,White,Degree or diploma,Urban,,4.0,1.9216107,B. Poverty,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
5244,136005310,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Don't know,Single,35-44,Black or Black British,Degree or diploma,Urban,4.0,,2.0087268,,,,,Fairly worried,Not very worried,,,Not at all worried,Not at all worried,Fairly worried,0.009029042,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5245,137137260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,3.0,,1.2158364,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5246,147497290,A (Experiences of the police),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,O level/GCSE,Rural,,4.0,0.7503176,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,1.0414627
5247,147332350,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3.0,,0.7275736,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.131902,Not a victim of crime,Not at all common,Not at all common,Not at all common,
5248,136237010,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,4.0,,0.7854032,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.49730727
5249,147557140,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2.0,,1.6193537,,,,,,,Not very worried,Fairly worried,,,,,Victim of crime,Not very common,Not at all common,Not very common,
5250,136590180,B (Attitudes to the CJS),Male,2 years but less than 3 years,,No,Own it outright,Divorced,55-64,White,None,Urban,2.0,,0.57098794,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
